,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
3907,2609.829612,2011-01-13,58139,65,29,77,1,1,33.171413
3908,7901.744237999999,2011-02-02,0,113,35,83,0,5,1258.327804
3909,17995.865319999997,2011-01-18,80991,223,5,56,0,4,937.327881
3910,5021.686245,2011-01-28,69678,126,21,39,0,1,306.818754
3911,4654.8410890000005,2011-01-16,0,67,33,19,0,4,577.385463
3912,2719.506996,2011-01-24,14030,72,11,3,0,1,345.6
3913,4726.869327,2011-01-10,13037,124,28,49,0,1,839.348464
3914,8595.726399,2011-01-20,76763,108,12,87,0,8,186.459607
3915,15626.280209999999,2011-02-10,50461,131,22,89,0,2,810.06514
3916,2797.674845,2011-02-07,69604,70,10,50,0,1,112.33660400000001
3917,5344.989624,2011-02-11,22908,68,30,19,0,7,387.774781
3918,17557.54051,2011-02-15,68273,146,23,93,0,2,76.475359
3919,4595.524547999999,2011-01-25,95550,116,15,75,1,1,381.57026099999996
3920,5794.104234,2011-02-27,88370,74,0,16,1,9,355.2
3921,5332.462694,2011-02-22,68931,66,32,30,0,7,309.577946
3922,6680.146801,2011-01-05,24432,87,19,44,3,6,71.10847
3923,7910.866718000001,2011-01-12,77577,199,14,37,1,1,35.768916
3924,12516.92188,2011-01-27,12607,110,13,20,0,2,528.0
3925,2325.259483,2011-02-15,0,63,6,75,0,1,302.4
3926,3964.151263,2011-02-14,23474,102,5,21,0,1,489.6
3927,7486.088015,2011-01-26,0,113,33,18,0,4,813.6
3928,6707.994148,2011-02-25,0,65,1,30,0,2,360.48068900000004
3929,12902.09322,2011-01-15,98478,106,21,80,0,2,508.8
3930,5926.729379,2011-01-25,23091,96,28,90,5,5,460.8
3931,5148.653203,2011-01-13,51071,65,17,94,0,3,312.0
3932,6827.178201999999,2011-02-03,0,103,2,75,2,6,2.4550330000000002
3933,4670.058282,2011-02-03,69921,118,28,22,2,1,373.227044
3934,5363.076547,2011-02-18,36357,68,28,96,0,6,17.269323
3935,6961.945556999999,2011-02-05,0,63,17,24,0,2,40.622304
3936,28511.033310000003,2011-02-21,27607,104,15,56,0,2,640.584145
3937,8624.917663,2011-01-08,43610,106,16,60,0,5,508.8
3938,3382.223536,2011-02-17,0,91,13,77,0,1,436.8
3939,2319.8185489999996,2011-01-27,14660,61,14,97,0,1,396.608751
3940,8807.486831,2011-02-21,26864,78,18,12,0,2,374.4
3941,2491.317024,2011-01-29,36631,62,30,77,0,1,67.530904
3942,7853.9614090000005,2011-02-21,42582,99,1,57,0,5,629.344642
3943,9816.528301999999,2011-01-28,37256,62,15,7,0,2,128.969729
3944,22103.5072,2011-01-30,0,102,35,48,0,2,489.6
3945,6689.022728,2011-02-13,56980,84,33,70,0,7,599.000883
3946,11323.35555,2011-02-18,98254,94,23,11,3,2,229.711908
3947,6333.030812,2011-01-08,71737,79,7,79,0,4,338.79562000000004
3948,3139.1693530000002,2011-02-01,31177,79,14,28,0,1,905.699717
3949,2617.182661,2011-02-14,98338,65,13,33,0,1,35.597288
3950,3732.5685359999998,2011-01-04,0,106,2,50,0,1,879.42749
3951,4433.694028,2011-01-21,0,65,7,22,0,6,312.0
3952,3478.8870229999998,2011-01-07,29938,90,8,35,0,1,562.4265849999999
3953,5009.595291,2011-01-20,0,69,20,95,0,4,496.8
3954,8417.004401,2011-01-06,24285,111,6,10,0,7,1257.527908
3955,4483.839043999999,2011-01-09,32983,113,25,59,0,1,466.81627000000003
3956,5124.984391,2011-01-13,0,134,13,56,0,1,643.2
3957,3721.057118,2011-02-02,71333,93,9,92,0,1,343.755209
3958,9988.787618,2011-02-27,33157,124,28,58,0,3,286.00396800000004
3959,3342.177957,2011-01-27,0,91,8,60,0,1,436.8
3960,7524.735745999999,2011-02-04,36580,64,20,76,1,2,460.8
3961,13466.920709999999,2011-02-23,11432,119,11,9,0,2,571.2
3962,2949.282616,2011-01-08,78596,73,11,0,0,1,106.26765900000001
3963,5179.890955,2011-01-30,35143,65,31,37,0,9,171.18401599999999
3964,3225.3959879999998,2011-01-30,29606,81,33,32,0,1,438.276898
3965,8849.689719,2011-02-03,53228,73,26,33,0,2,137.195447
3966,2886.451602,2011-01-20,10312,78,10,63,0,1,486.27855700000003
3967,2359.4235989999997,2011-01-11,19864,63,22,96,0,1,352.394515
3968,4669.22664,2011-02-14,76157,116,15,80,0,1,556.8
3969,6366.225775,2011-01-07,44368,80,5,72,0,3,384.0
3970,25581.61014,2011-01-13,27961,72,15,64,0,2,345.6
3971,8146.271602,2011-02-27,92777,68,21,83,2,2,158.041549
3972,5412.458621,2011-02-04,55992,67,16,21,0,3,191.409775
3973,5757.442258,2011-01-31,88997,72,9,71,0,3,174.041566
3974,4755.194923,2011-01-27,21926,63,13,0,0,7,302.4
3975,4995.2115189999995,2011-02-08,82413,62,12,79,0,3,297.6
3976,2824.849967,2011-01-18,48008,73,33,55,4,1,137.081716
3977,5907.91176,2011-02-06,87796,74,23,10,0,4,355.2
3978,4988.579793999999,2011-02-11,38928,64,14,18,0,8,326.66005099999995
3979,7405.265785,2011-01-05,58779,64,13,82,1,2,307.2
3980,16553.23422,2011-02-25,98912,135,18,92,0,2,714.831947
3981,15102.228659999999,2011-01-22,0,137,10,92,0,2,32.978158
3982,9118.928908,2011-02-16,33882,114,22,39,0,6,272.835064
3983,2759.978287,2011-01-03,92296,69,4,65,0,1,331.2
3984,15251.579240000001,2011-01-15,63287,127,5,84,0,2,617.202619
3985,14517.43681,2011-01-13,74871,178,0,15,0,7,854.4
3986,5597.12496,2011-01-27,37995,139,16,50,0,1,667.2
3987,19323.23675,2011-01-08,0,139,24,3,1,2,1389.1401210000001
3988,15950.01951,2011-01-10,0,87,10,55,1,2,46.041452
3989,3176.356488,2011-01-10,64706,81,5,3,0,1,372.90968599999997
3990,4526.126785,2011-01-06,0,64,32,89,1,3,307.2
3991,2573.716859,2011-01-07,29500,67,14,72,0,1,321.6
3992,6656.709233,2011-01-20,0,69,23,32,1,2,496.8
3993,27564.739510000003,2011-01-01,26410,91,17,90,0,2,184.516188
3994,3842.794699,2011-01-29,97832,95,5,98,0,1,107.661239
3995,3808.122147,2011-01-28,94903,94,3,38,0,1,451.2
3996,15000.842380000002,2011-01-06,62473,76,6,70,1,2,507.560729
3997,5573.10605,2011-02-18,85704,69,21,84,0,7,325.395532
3998,6222.212108,2011-01-14,74270,78,33,2,0,7,122.48648600000001
3999,5096.673223,2011-01-28,22886,65,9,81,0,3,312.0
4000,6183.185785000001,2011-02-24,36464,78,5,17,0,7,93.515817
4001,9388.981905,2011-01-27,33599,80,23,31,0,2,111.26548600000001
4002,8168.714346,2011-01-14,20819,73,4,65,1,2,206.86342199999999
4003,13561.2048,2011-01-29,29095,91,29,47,1,2,280.800938
4004,6699.278956,2011-02-04,30852,88,7,42,0,8,318.866388
4005,20230.9675,2011-02-22,48448,74,24,11,1,2,355.2
4006,4097.371676,2011-01-20,20079,110,1,63,0,1,528.0
4007,5169.49937,2011-02-26,12430,73,22,13,0,4,350.4
4008,6278.764007,2011-02-14,47669,80,16,84,0,3,384.0
4009,3343.933131,2011-01-29,40794,87,6,87,0,1,334.452807
4010,15531.785890000001,2011-02-09,95340,198,5,84,2,3,808.844338
4011,4236.84292,2011-01-23,14476,113,11,0,0,1,542.4
4012,3692.583567,2011-01-12,0,105,28,69,0,1,756.0
4013,6782.5564540000005,2011-02-22,26116,85,6,58,0,3,612.0
4014,3683.4723340000005,2011-01-14,12454,100,4,68,0,1,720.0
4015,13995.68999,2011-02-16,48245,121,16,21,3,2,580.8
4016,5619.689084000001,2011-01-26,0,153,25,5,0,1,1027.0000289999998
4017,8331.648336,2011-01-11,0,119,3,54,0,3,856.8
4018,4171.18715,2011-01-27,37478,105,4,53,0,1,653.685468
4019,7873.567332,2011-01-29,0,74,24,82,0,2,568.798455
4020,10677.25385,2011-01-04,45732,134,22,56,0,9,611.918994
4021,14687.079590000001,2011-02-23,0,85,3,61,0,2,612.0
4022,5394.703229,2011-02-06,65978,67,3,50,0,3,251.79586899999998
4023,2230.755716,2011-01-20,0,62,9,49,0,1,325.88607
4024,7771.018055,2011-02-16,58467,65,30,90,0,2,452.915621
4025,4103.849192000001,2011-02-03,82427,102,24,5,0,1,489.6
4026,7221.151701999999,2011-02-09,33811,184,17,59,0,1,587.37679
4027,12285.0473,2011-01-20,0,183,29,65,2,7,878.4
4028,5704.679894,2011-01-05,37675,71,25,80,0,3,380.919824
4029,2433.913419,2011-01-10,0,72,28,29,0,1,345.6
4030,4921.752296,2011-02-05,0,70,28,29,0,8,336.0
4031,4660.006868,2011-01-14,0,67,11,87,0,3,482.4
4032,2541.522907,2011-02-22,0,71,12,37,0,1,511.2
4033,11658.59927,2011-01-19,19851,102,33,51,0,2,220.03858799999998
4034,11131.56637,2011-01-04,0,99,26,60,0,2,475.2
4035,4733.507343,2011-01-06,0,62,5,41,0,3,740.838216
4036,8776.363448,2011-02-23,28360,73,8,65,0,2,863.9099890000001
4037,7804.022473,2011-02-08,70833,193,15,33,0,1,926.4
4038,2522.256441,2011-01-08,0,69,18,64,1,1,470.275242
4039,9536.338382,2011-01-07,62421,80,22,50,2,2,384.0
4040,4711.080198,2011-01-05,13933,62,25,32,0,6,49.364253999999995
4041,3801.2822659999997,2011-02-16,40513,96,21,37,1,1,151.589577
4042,21159.30151,2011-01-22,0,108,15,17,0,2,777.6
4043,6515.026481,2011-02-27,47259,81,22,54,0,5,388.8
4044,4739.861234,2011-01-01,35039,61,7,87,0,8,254.30899100000002
4045,21240.94357,2011-01-07,0,190,7,45,0,2,1368.0
4046,3980.8387350000003,2011-01-05,92539,101,2,61,0,1,707.408058
4047,4990.343538,2011-01-27,0,71,3,84,0,6,849.666647
4048,2562.6047280000003,2011-02-10,92038,65,4,44,2,1,178.408186
4049,7355.349908,2011-01-19,51789,61,33,31,0,2,435.835125
4050,5041.447024,2011-01-19,61972,64,2,52,2,5,138.961963
4051,12731.95161,2011-01-14,40870,105,3,56,0,2,504.0
4052,8879.790017,2011-02-03,52583,113,12,59,0,7,528.2008599999999
4053,2872.669164,2011-01-05,79681,73,4,93,1,1,9.160139
4054,11058.22493,2011-01-14,69792,137,1,95,0,3,696.757797
4055,7138.167712,2011-02-10,19794,93,24,80,0,8,603.077136
4056,29037.47753,2011-02-22,0,113,0,16,0,2,542.4
4057,8613.464627,2011-01-24,26680,106,11,49,0,5,508.8
4058,3861.4862689999995,2011-01-06,93272,95,3,54,0,1,281.110788
4059,2482.9155769999998,2011-02-15,0,68,21,73,0,1,87.272319
4060,3133.018242,2011-01-18,0,91,7,14,1,1,655.2
4061,7123.082388,2011-01-21,21835,92,2,83,0,3,621.617047
4062,28435.64035,2011-02-08,0,116,29,22,0,2,899.6371800000001
4063,12741.84754,2011-01-07,73054,106,34,36,1,2,419.36595800000003
4064,3176.865609,2011-02-14,35551,81,33,52,1,1,565.1085009999999
4065,5470.060561,2011-02-17,54507,138,20,11,0,1,702.990032
4066,4582.647706000001,2011-01-17,0,67,27,7,0,7,321.6
4067,5350.214918,2011-02-01,41336,68,33,25,0,5,263.090605
4068,5580.9165140000005,2011-02-10,31972,70,4,89,0,3,416.2618
4069,7048.544758,2011-01-31,20416,93,33,68,0,7,446.4
4070,15306.22493,2011-02-26,46338,193,24,68,0,9,19.46445
4071,9657.579498000001,2011-01-31,0,131,34,61,0,9,628.8
4072,3985.319833,2011-01-22,17220,105,10,24,0,1,504.0
4073,9816.528301999999,2011-01-28,37256,62,15,7,0,2,128.969729
4074,37243.63312,2011-02-18,53602,115,15,60,0,2,295.335363
4075,4122.964632,2011-02-16,24732,107,18,44,0,1,72.77155400000001
4076,2556.609217,2011-01-05,23867,65,6,99,0,1,312.0
4077,17253.72944,2011-02-19,0,124,2,85,0,2,928.817071
4078,36181.02892,2011-01-07,0,180,15,87,0,2,864.0
4079,8427.172486,2011-02-10,46503,215,4,21,1,1,1032.0
4080,2348.028868,2011-01-19,0,63,21,61,0,1,453.6
4081,23675.02939,2011-01-29,46268,199,34,17,1,2,842.000858
4082,4089.463358,2011-02-25,60759,104,20,85,0,1,499.2
4083,2483.67134,2011-01-01,75615,65,16,39,5,1,156.54837
4084,5278.1837590000005,2011-02-09,73742,68,10,60,0,3,27.210991999999997
4085,13727.799719999999,2011-01-08,0,126,12,4,0,2,604.8
4086,10963.95723,2011-02-08,55687,276,33,91,0,1,1324.8
4087,5555.830204999999,2011-02-06,74015,72,12,61,0,6,471.44307699999996
4088,3261.0174399999996,2011-02-07,0,93,29,63,0,1,669.6
4089,11029.92619,2011-01-09,37056,92,12,7,0,2,441.6
4090,4770.550911,2011-02-01,12964,65,2,37,0,4,362.77454500000005
4091,2734.328157,2011-01-20,30916,70,6,50,0,1,21.143072
4092,3748.14406,2011-01-27,0,106,24,27,0,1,508.8
4093,4770.550911,2011-02-01,12964,65,2,37,0,4,362.77454500000005
4094,8509.850887,2011-01-31,26057,74,3,63,0,2,523.8888450000001
4095,5421.048629999999,2011-01-05,29981,71,4,9,0,3,340.8
4096,2916.41746,2011-02-01,85210,74,23,76,0,1,100.517679
4097,13363.52356,2011-02-12,86653,111,14,5,0,2,277.201278
4098,3974.858481,2011-02-10,0,113,1,61,0,1,542.4
4099,14710.432680000002,2011-02-20,22872,131,14,18,2,2,754.845659
4100,5936.344043,2011-01-03,42889,74,31,18,0,7,177.321283
4101,2862.1802620000003,2011-01-15,74034,72,20,64,0,1,267.415871
4102,8427.172486,2011-02-10,46503,215,4,21,1,1,1032.0
4103,8622.835375,2011-02-18,97361,73,6,85,0,2,350.4
4104,2300.691547,2011-01-15,25905,63,21,12,0,1,302.4
4105,10056.5083,2011-01-04,16097,139,7,6,0,7,1000.8
4106,9118.148093000002,2011-01-08,56446,114,2,8,0,3,547.2
4107,5507.242176,2011-02-17,11343,72,14,78,0,8,154.750098
4108,10972.06778,2011-01-18,24164,137,2,40,0,5,657.6
4109,7840.1657780000005,2011-01-14,58414,210,7,24,2,1,1008.0
4110,5504.1390329999995,2011-02-08,0,73,18,45,0,5,350.4
4111,4792.810444,2011-01-12,24395,62,35,99,0,3,357.109603
4112,4187.77657,2011-01-19,52471,103,35,57,0,1,163.955502
4113,2718.375247,2011-02-27,30009,68,28,56,0,1,317.42882599999996
4114,8257.666512,2011-01-12,23815,73,4,47,0,2,424.330166
4115,12663.59666,2011-02-18,27739,104,16,22,0,2,3.2008509999999997
4116,2647.519741,2011-02-20,37876,69,13,15,0,1,300.056383
4117,4830.908872999999,2011-01-02,0,72,3,64,0,3,345.6
4118,4558.428807,2011-01-07,14665,61,6,82,0,3,292.8
4119,2127.92357,2011-01-17,0,61,11,6,1,1,31.481852000000003
4120,2546.866098,2011-01-25,86595,63,1,77,0,1,445.62190599999997
4121,4992.920886999999,2011-02-16,24368,68,34,54,1,3,326.4
4122,12741.84754,2011-01-07,73054,106,34,36,1,2,419.36595800000003
4123,7863.02773,2011-02-14,0,72,9,28,0,2,732.352745
4124,5131.360525,2011-02-23,50994,128,16,48,0,1,346.387342
4125,2275.401583,2011-01-07,0,64,23,66,0,1,460.8
4126,60556.192129999996,2011-01-01,0,204,35,45,0,2,979.2
4127,2356.074955,2011-02-04,0,63,22,94,0,1,302.4
4128,28824.06193,2011-02-04,0,87,13,3,1,2,626.4
4129,4978.950257,2011-01-31,28695,64,17,87,0,4,221.241837
4130,6521.368813,2011-01-09,72608,82,26,19,3,8,393.6
4131,7564.611951000001,2011-01-15,48381,63,2,71,0,2,302.4
4132,11631.87866,2011-01-06,0,152,8,94,0,7,1082.8146359999998
4133,7180.283897,2011-02-26,0,104,30,96,0,3,1210.245916
4134,12168.744920000001,2011-02-05,14973,115,2,75,0,2,828.0
4135,2248.4496329999997,2011-01-29,24910,63,7,63,1,1,347.857619
4136,2530.3320000000003,2011-01-25,50577,63,2,8,0,1,12.444326
4137,4653.094259,2011-02-08,0,70,1,4,1,4,585.482275
4138,2354.322179,2011-01-11,26184,62,1,92,0,1,297.6
4139,8417.159538,2011-02-25,20215,112,10,8,0,7,537.6
4140,5717.743109,2011-01-23,68342,72,33,39,0,5,148.738098
4141,4623.536706,2011-01-05,0,133,18,2,0,1,957.6
4142,6521.368813,2011-01-09,72608,82,26,19,3,8,393.6
4143,5507.155471,2011-02-07,74960,69,11,44,1,3,107.985836
4144,2674.730716,2011-02-15,56342,69,12,89,0,1,331.2
4145,5817.832355,2011-01-20,86824,72,1,76,0,3,189.096179
4146,4646.387267,2011-01-24,37530,117,26,58,0,1,561.6
4147,2226.589837,2011-02-16,0,62,19,26,0,1,297.6
4148,7651.099258,2011-01-13,53330,65,8,57,0,2,224.093027
4149,2305.056048,2011-02-22,0,63,33,34,0,1,327.685301
4150,11960.475770000001,2011-02-18,52436,76,3,38,0,2,109.47699399999999
4151,11315.20373,2011-02-16,11885,101,18,39,0,2,484.8
4152,7212.523911,2011-01-21,0,97,26,25,0,3,498.77943899999997
4153,5255.576016,2011-01-20,44536,137,12,22,1,1,46.949646
4154,4794.96419,2011-01-21,82763,61,28,78,0,3,245.163042
4155,2659.70565,2011-02-19,0,87,4,4,3,1,420.04198099999996
4156,27643.235080000002,2011-01-28,63401,113,21,15,0,2,52.336233
4157,10083.48688,2011-02-19,11828,90,18,84,0,2,571.479602
4158,5687.897911,2011-01-24,99747,72,28,87,0,5,61.536106999999994
4159,3059.426954,2011-01-30,0,88,26,73,0,1,633.6
4160,4945.072236,2011-01-30,78796,61,15,3,0,3,292.8
4161,8609.158215000001,2011-01-14,79090,107,2,74,0,3,289.040734
4162,5157.053124,2011-02-08,43906,65,6,53,0,6,468.0
4163,3748.9934299999995,2011-02-24,82189,94,20,17,0,1,354.081091
4164,7462.926262999999,2011-01-28,70263,93,30,66,0,5,7.3459460000000005
4165,15063.501180000001,2011-01-11,19132,207,25,15,0,3,1008.569798
4166,9657.579498000001,2011-01-31,0,131,34,61,0,9,628.8
4167,2799.470318,2011-01-11,78127,69,5,6,0,1,136.17256899999998
4168,2759.978287,2011-01-03,92296,69,4,65,0,1,331.2
4169,5392.499539,2011-01-28,0,74,19,8,0,8,317.10944700000005
4170,5392.502531,2011-01-18,80550,68,16,67,3,7,265.51696499999997
4171,3574.990725,2011-01-29,51950,89,34,90,0,1,429.171384
4172,5608.172012,2011-02-10,20392,73,23,85,0,9,350.4
4173,4754.653816,2011-02-05,30886,61,8,36,0,6,8.315904
4174,2239.647297,2011-01-08,0,66,2,76,0,1,475.2
4175,7356.383518000001,2011-01-27,33089,61,10,61,0,2,292.8
4176,13283.864459999999,2011-02-19,0,132,20,22,0,2,950.4
4177,6893.1719969999995,2011-01-22,0,68,8,72,0,2,326.4
4178,3966.129505,2011-02-18,72439,100,5,22,1,1,480.0
4179,16548.85665,2011-01-21,81639,82,33,26,0,2,47.952426
4180,5447.201066,2011-02-18,68815,68,29,37,0,3,114.743385
4181,4644.903920000001,2011-01-06,0,63,0,42,0,3,94.958688
4182,5318.89664,2011-01-12,25134,67,3,0,0,6,321.6
4183,2491.257604,2011-02-12,25965,65,23,27,0,1,329.206567
4184,12296.49757,2011-01-06,55193,105,8,22,1,2,504.0
4185,6273.911874,2011-02-16,18577,86,21,76,0,6,412.8
4186,6366.225775,2011-01-07,44368,80,5,72,0,3,384.0
4187,6005.847375,2011-02-23,13528,86,21,35,0,3,412.8
4188,11981.98481,2011-01-20,21514,62,0,59,0,2,257.248789
4189,11885.96797,2011-02-07,0,105,7,20,0,2,756.0
4190,17109.39447,2011-01-13,87139,213,18,27,0,3,363.865389
4191,4717.628729999999,2011-02-28,20355,61,4,6,1,3,439.2
4192,4778.6826439999995,2011-01-21,0,73,8,17,2,9,350.4
4193,2402.333284,2011-01-26,46210,61,24,44,3,1,439.2
4194,13197.92893,2011-01-27,0,68,19,2,3,2,326.4
4195,29232.69297,2011-02-15,28613,114,17,8,0,2,820.8
4196,8509.850887,2011-01-31,26057,74,3,63,0,2,523.8888450000001
4197,4774.379355,2011-01-19,0,73,1,31,0,3,525.6
4198,9113.694323,2011-01-06,76700,112,13,60,0,5,322.046658
4199,7663.871431999999,2011-01-20,0,109,5,95,0,3,523.2
4200,2599.968438,2011-01-01,45181,65,21,68,0,1,312.0
4201,8819.018934,2011-01-10,99845,110,23,25,1,8,528.0
4202,6857.519928,2011-01-08,0,101,31,1,0,3,1021.7193970000001
4203,7109.3414379999995,2011-01-21,92423,88,5,79,0,6,404.243868
4204,2842.822337,2011-01-04,43793,71,8,31,0,1,16.150175
4205,12846.4477,2011-02-06,93210,107,6,9,2,2,513.6
4206,3498.773857,2011-01-17,58484,88,15,65,1,1,43.542559000000004
4207,6005.214792,2011-01-12,26876,76,17,72,0,8,364.8
4208,4344.524461999999,2011-02-25,48054,109,2,64,0,1,523.2
4209,25401.51859,2011-02-10,36800,91,20,18,0,2,236.63519
4210,4466.977478,2011-01-10,28663,61,15,8,4,7,292.8
4211,7849.125532999999,2011-02-13,54431,97,19,62,0,3,284.49502
4212,4250.775183,2011-02-23,27608,108,30,89,0,1,308.953614
4213,6073.241952,2011-02-26,22103,89,4,74,1,3,427.2
4214,6729.867925,2011-01-11,0,103,13,20,0,9,741.6
4215,2588.860221,2011-02-15,46168,65,1,7,0,1,312.0
4216,7305.936433,2011-01-30,83221,91,21,63,0,3,14.386157
4217,8531.401125,2011-01-27,98677,105,3,40,0,9,108.025547
4218,8618.295865,2011-01-22,46379,72,11,57,0,2,345.6
4219,4957.033603,2011-01-15,62803,62,16,12,0,5,400.959425
4220,12255.12414,2011-01-17,0,177,0,6,0,7,1274.4
4221,9624.938903,2011-01-30,0,134,26,88,0,4,964.8
4222,7080.131872,2011-02-10,28139,97,31,65,2,3,465.6
4223,7053.302737000001,2011-02-16,52982,89,8,54,0,3,31.356274
4224,5365.54161,2011-02-04,77095,68,22,59,1,4,461.841879
4225,4306.55935,2011-02-17,26322,111,8,94,2,1,180.346146
4226,5970.816921,2011-02-05,25125,81,12,91,1,3,583.2
4227,8879.790017,2011-02-03,52583,113,12,59,0,7,528.2008599999999
4228,4458.113369,2011-01-02,17622,65,1,36,1,3,312.0
4229,5565.892477,2011-01-01,90607,70,8,89,0,3,311.514116
4230,5813.242121,2011-01-20,42795,73,2,38,0,4,350.4
4231,8365.963454,2011-02-17,27042,110,17,3,0,7,1263.3250070000001
4232,7275.921106000001,2011-02-16,27984,62,7,51,1,2,445.361629
4233,15083.78498,2011-01-01,26021,126,6,32,0,2,331.84747799999997
4234,8458.912476000001,2011-01-17,25448,71,11,59,0,2,345.022359
4235,8010.968981999999,2011-01-27,52009,68,20,29,0,2,250.41656899999998
4236,2514.4285609999997,2011-01-10,23504,69,19,56,0,1,374.39982799999996
4237,4112.6250469999995,2011-01-01,0,71,16,90,3,9,569.761582
4238,4369.697742,2011-02-11,40774,110,28,59,1,1,394.968488
4239,7356.010439,2011-02-24,36812,92,23,98,1,4,392.69509700000003
4240,10656.88195,2011-02-27,72540,88,7,3,0,2,631.743039
4241,5365.975978,2011-01-15,51240,70,0,37,2,5,283.849464
4242,6047.02516,2011-02-19,20396,76,15,60,1,4,364.8
4243,2885.742441,2011-02-16,35654,72,17,19,0,1,515.122954
4244,2635.148447,2011-01-28,93884,65,7,10,0,1,312.0
4245,2413.888405,2011-01-10,0,68,6,35,0,1,379.20934900000003
4246,8341.929904999999,2011-02-18,30344,107,29,79,0,9,342.832065
4247,2487.256248,2011-02-07,28738,62,2,95,0,1,81.609951
4248,9212.613275,2011-02-18,70958,115,1,57,0,7,115.40011899999999
4249,16407.66461,2011-01-12,22103,109,16,31,0,2,160.338007
4250,7017.145586,2011-02-26,0,103,29,91,0,6,741.6
4251,5481.502923,2011-02-27,70795,68,10,95,0,4,177.948654
4252,10382.38098,2011-02-19,32821,129,35,40,0,4,25.89566
4253,5498.940679,2011-02-05,22520,73,17,64,0,3,350.4
4254,4846.322223,2011-01-25,0,72,31,75,0,9,518.4
4255,14718.11779,2011-02-26,56263,93,27,31,0,2,446.4
4256,9656.759549,2011-02-10,0,72,17,52,0,2,345.6
4257,4466.101761999999,2011-01-14,0,64,25,33,0,5,307.2
4258,21423.63723,2011-01-03,0,65,9,31,0,2,312.0
4259,2531.73969,2011-02-19,31993,66,14,4,1,1,39.627399
4260,8378.357501999999,2011-02-12,40994,106,8,94,0,8,60.227339
4261,5093.007525,2011-01-30,29638,64,19,16,0,8,307.2
4262,13352.56134,2011-02-07,0,119,18,65,0,2,729.595208
4263,14206.98091,2011-01-14,26056,73,17,73,0,2,355.558088
4264,10232.85415,2011-02-17,22821,131,26,99,0,3,740.05751
4265,15435.68882,2011-02-25,84581,96,25,50,0,2,4.334425
4266,8641.046574,2011-02-01,22193,74,13,74,0,2,415.535724
4267,7334.915821,2011-01-12,30969,63,26,79,1,2,358.225234
4268,7462.926262999999,2011-01-28,70263,93,30,66,0,5,7.3459460000000005
4269,3635.028312,2011-01-16,35056,96,12,52,3,1,460.8
4270,5525.836622999999,2011-02-20,73435,69,9,25,0,4,331.2
4271,4335.353131,2011-02-27,86096,108,30,1,0,1,518.4
4272,4832.117309,2011-01-18,0,139,6,9,0,1,1000.8
4273,9267.920019,2011-02-17,55808,116,31,4,0,7,551.413755
4274,14700.49784,2011-01-09,29695,94,34,66,0,2,554.1437980000001
4275,4905.127076,2011-02-03,88043,61,2,43,0,3,188.71760600000002
4276,7289.297853,2011-01-24,60875,92,0,84,0,3,410.846025
4277,8478.824155,2011-01-31,0,77,25,48,0,2,12.603783
4278,7952.836873,2011-02-05,0,118,0,67,0,8,849.6
4279,2869.997625,2011-02-18,70974,71,15,0,0,1,340.8
4280,10529.84867,2011-01-18,37518,131,35,91,0,6,472.85093200000006
4281,5497.659883,2011-02-22,28128,70,6,52,0,4,336.0
4282,7090.468528,2011-01-19,45254,93,4,25,3,4,446.4
4283,26416.254780000003,2011-01-11,85537,108,4,91,0,2,285.276083
4284,2727.682464,2011-01-15,74608,68,11,4,1,1,407.68374
4285,11814.53241,2011-02-21,41004,102,15,26,3,2,489.6
4286,4090.7506780000003,2011-01-30,38884,102,4,87,0,1,423.81986399999994
4287,5181.620895,2011-02-03,97131,64,5,80,0,6,307.2
4288,6172.392406,2011-02-14,0,84,6,93,0,7,403.2
4289,2487.358049,2011-01-08,22331,64,11,12,0,1,61.20919
4290,13094.2046,2011-01-19,37541,109,10,31,0,2,96.212835
4291,4688.459288,2011-01-17,27357,61,19,48,0,5,292.8
4292,2703.4662559999997,2011-02-24,0,72,19,48,0,1,41.927219
4293,11315.20373,2011-02-16,11885,101,18,39,0,2,484.8
4294,8679.838135,2011-01-04,52717,109,5,60,0,8,60.151529000000004
4295,5979.724161,2011-02-07,57693,76,16,56,0,3,547.2
4296,10996.71336,2011-01-02,0,104,29,73,0,2,748.8
4297,11718.416959999999,2011-02-07,73903,73,30,39,0,2,439.36102900000003
4298,42462.967939999995,2011-01-01,0,281,16,92,1,2,1499.806352
4299,6941.872931,2011-02-11,0,111,3,73,3,6,532.8
4300,2551.3140129999997,2011-01-24,79452,65,33,75,0,1,187.683707
4301,10656.88195,2011-02-27,72540,88,7,3,0,2,631.743039
4302,9333.333631,2011-01-25,89513,116,5,12,0,6,232.945977
4303,7507.455371999999,2011-02-06,60920,64,10,61,0,2,231.20188599999997
4304,5320.081159,2011-02-25,88669,66,9,18,1,4,213.574473
4305,8609.158215000001,2011-01-14,79090,107,2,74,0,3,289.040734
4306,12298.6863,2011-02-20,17101,113,1,88,0,2,542.4
4307,7285.030983,2011-02-28,44788,61,6,48,0,2,386.031248
4308,6714.070698,2011-01-14,0,93,8,42,1,3,604.270179
4309,2810.464447,2011-02-27,26790,71,4,41,0,1,340.8
4310,15320.371769999998,2011-01-21,81955,126,3,21,0,2,720.054248
